Age,Employment_Status,Marital_Status,Dependents,Monthly_Income,Savings,Food_Grocery_Expenses,Internet_Mobile_Expenses,Electricity_Bills,Shopping_Expenses,Personal_Expenses,Miscellaneous_Expenses,Rent,Own_House,Active_Loans,Loan_1_Amount,Loan_1_EMI,Loan_2_Amount,Loan_2_EMI,Credit_Score,Investments,Stock_Quantity,Loan_Approval_Chance,Investment_Recommendation,Portfolio_Optimization
53,Employed,Single,0,103988,77599,16003,3325,2811,10875,3370,5488,0,1,1,884754,10511,711929,8329,443,None,0,0,SIP,No
55,Employed,Married,1,69790,132393,9786,3544,4130,3282,8318,6734,0,1,0,410618,7626,961728,13781,443,SIP,0,0,FD,No
57,Employed,Married,0,134009,54361,19255,2486,5952,3224,4690,6091,0,1,0,296165,11089,754843,15686,443,FD,0,0,None,Yes
33,Employed,Married,1,62415,435439,5290,4931,5562,10562,3646,4664,24332,1,2,932894,25782,556753,25811,443,FD,0,0,SIP,No
51,Employed,Married,2,187328,372680,13386,4578,5543,2272,8133,3893,8884,0,1,229391,21459,742957,15507,443,None,159,0,FD,No
40,Employed,Married,2,107776,92087,17032,1518,2584,7633,7229,5165,30108,1,1,455548,14080,795074,16760,443,SIP,0,0,SIP,No
31,Employed,Married,0,178138,364718,6974,2127,2828,13894,5192,4275,0,1,0,758286,17513,476245,19415,443,FD,0,0,None,Yes
36,Employed,Married,3,143769,120363,13716,3421,3902,3856,4770,6601,0,1,2,555580,19960,558705,0,443,FD,0,0,SIP,No
52,Employed,Married,1,89692,249280,14067,4201,6747,5758,5731,6402,0,0,1,373054,7723,81843,0,444,FD,0,0,Stocks,Yes
52,Employed,Married,2,39641,49733,13647,2055,6084,8492,8887,1363,0,1,0,917378,10262,595055,11019,444,FD,0,0,SIP,No
33,Employed,Single,0,32744,373199,10543,3097,4693,9778,8779,5682,37229,0,2,620766,8050,406146,24612,444,SIP,357,0,None,Yes
41,Employed,Married,3,98775,285084,7615,1692,3455,2123,1173,2761,13692,0,1,464904,14830,586636,10219,444,SIP,37,0,Stocks,Yes
43,Employed,Single,1,171775,291046,10815,2940,4172,3589,2553,2506,31361,1,0,639499,18083,309734,21417,444,None,0,0,Stocks,Yes
64,Employed,Married,2,147843,198130,14333,2021,5657,13448,8278,6742,21767,0,1,303676,13703,153977,0,444,Stocks,162,0,Stocks,No
42,Employed,Married,1,60579,252059,13452,3854,4929,2212,7773,4101,35471,0,0,669030,11939,384984,0,444,Stocks,0,0,None,No
61,Employed,Single,1,111374,47229,17948,1671,5126,9860,4289,1335,0,1,0,277733,13638,843746,0,444,SIP,0,0,Stocks,No
55,Employed,Single,1,143185,178893,6878,4472,3073,8495,5008,4682,18975,1,1,468617,11640,758745,11340,444,None,167,0,SIP,Yes
45,Employed,Single,0,109771,448946,13450,4222,3257,12746,7247,6105,26589,0,0,400798,18809,333764,0,445,None,321,0,None,Yes
60,Employed,Married,2,21243,225628,19032,2737,2977,10524,3635,4583,27700,1,2,703030,13226,908104,17318,445,FD,0,0,None,Yes
46,Employed,Married,2,149212,241790,9988,2508,5652,8369,7606,3077,23528,1,0,176878,28732,323248,0,445,Stocks,0,0,None,No
40,Employed,Single,2,154530,136404,14775,3629,2933,13559,8892,3274,9395,1,0,423166,23200,735425,0,445,None,231,0,FD,Yes
43,Employed,Married,1,45805,258571,11319,3378,4895,3127,9172,4497,0,1,0,914632,8142,171501,0,445,SIP,0,0,FD,No
40,Employed,Married,0,25260,230860,14967,3781,3436,14035,1920,6525,25762,1,2,553409,21811,385037,27909,445,FD,16,0,None,Yes
30,Employed,Married,1,72118,58085,11466,3489,6489,5439,3275,5503,11522,1,2,484023,21999,120606,0,445,FD,69,0,SIP,Yes
52,Employed,Married,2,191170,26555,14139,2064,2774,12465,3199,1780,27277,0,2,930691,25371,266172,18064,445,SIP,0,0,None,No
49,Employed,Married,3,182334,444176,13595,1882,4133,13507,7977,1594,28720,1,0,963647,21737,147320,20224,445,FD,0,0,FD,No
38,Employed,Married,2,23981,392264,7699,4037,6594,10044,7132,6211,35621,0,0,256674,17118,633413,18439,446,SIP,0,0,None,No
42,Employed,Married,0,114908,420964,18705,2227,5405,12708,5611,1620,0,1,1,814464,28198,595956,18922,446,Stocks,14,0,None,Yes
31,Employed,Married,0,20157,449002,12892,3376,2744,6209,5338,3044,0,1,1,556860,22447,415307,14675,446,None,65,0,SIP,Yes
47,Employed,Married,0,86939,158752,18119,4529,3173,8919,5378,4409,0,1,0,225767,5163,973333,28593,446,None,0,0,FD,Yes
27,Employed,Married,1,175531,179371,13701,1359,2730,13953,2439,6741,0,1,0,267485,14332,128445,25443,446,None,0,0,Stocks,No
27,Employed,Married,1,172924,497472,7711,2763,3641,7770,5258,3330,0,0,1,265598,21084,440931,6992,446,FD,0,0,SIP,No
45,Employed,Single,3,30167,177756,15615,4608,5084,14419,7814,6258,36659,0,1,303252,20773,720662,13359,446,FD,0,0,None,Yes
28,Employed,Married,0,197412,365880,11308,2319,6615,14849,1065,6047,0,0,2,690518,26287,531325,0,446,Stocks,0,0,FD,No
43,Employed,Single,0,102392,320710,10344,2363,3719,10447,5082,3098,0,1,1,414586,13032,96938,20524,446,FD,0,0,FD,Yes
62,Employed,Married,1,126761,75909,9234,4186,5753,13933,3631,1848,35613,1,2,957731,29191,888595,0,446,None,0,0,FD,Yes
25,Employed,Married,0,157707,218869,5295,4991,3968,10160,8097,2797,12603,1,1,882210,5803,658329,0,446,Stocks,0,0,SIP,No
34,Employed,Married,2,162151,161263,16824,3314,5947,11045,3376,6591,27305,1,0,395899,11523,816355,0,447,Stocks,406,0,FD,Yes
26,Employed,Single,0,128165,353392,8247,2208,4385,8525,3779,2534,18225,1,2,653489,5476,107748,0,447,None,0,0,SIP,Yes
42,Employed,Single,0,120296,8079,17745,1386,4282,11504,2765,2695,0,0,1,527637,23485,429662,0,447,SIP,341,0,Stocks,No
40,Employed,Married,3,79383,331219,8532,2295,4374,14527,5663,5876,11026,0,1,731011,19233,733223,0,447,None,349,0,FD,No
44,Employed,Single,0,44238,208653,10049,2172,5954,5890,6136,1897,9872,0,2,886322,17312,563263,0,447,Stocks,0,0,SIP,No
61,Employed,Single,0,163233,11747,11800,2573,2820,9896,3159,1387,0,0,2,533614,22894,703062,0,447,None,385,0,SIP,Yes
52,Employed,Married,1,112144,9655,7795,2210,3157,5667,9147,2643,32025,0,0,188835,11685,790152,0,447,SIP,0,0,FD,No
25,Employed,Married,2,98105,190632,11095,1207,6271,13570,1847,5820,25145,0,2,964566,9553,141500,9857,447,FD,0,0,FD,Yes
42,Employed,Married,3,68720,491996,12306,2129,5016,4945,3155,4582,0,0,2,783842,24321,132752,17431,447,FD,0,0,FD,No
34,Employed,Married,1,141625,7622,11902,1571,5160,13742,4797,5879,0,1,2,486534,5524,264370,0,447,Stocks,63,0,Stocks,Yes
63,Employed,Married,0,55915,86242,12826,1416,5571,6555,7807,1215,0,1,1,498765,17779,829764,26419,448,Stocks,0,0,SIP,Yes
47,Employed,Single,2,63791,380819,16023,4589,2924,3408,6723,4583,18218,0,0,199007,19499,582989,6092,448,FD,0,0,FD,No
34,Employed,Single,3,115386,150337,9459,4923,3783,4887,8168,3630,30415,1,2,865497,16440,649123,13287,448,SIP,0,0,None,No
61,Employed,Married,2,76849,361760,16332,3370,6605,5258,6315,5329,0,0,0,182331,26278,2371,13467,448,None,125,0,Stocks,Yes
49,Employed,Married,3,58215,181376,17081,3273,4029,2235,9081,6150,0,1,0,642953,8707,73467,0,448,None,354,0,Stocks,Yes
37,Employed,Married,0,24986,49827,11152,4588,3977,5412,5230,1892,0,1,2,302655,20979,130973,0,448,FD,92,0,FD,No
63,Employed,Married,0,188594,193576,6287,3616,5757,10385,7324,4824,13773,1,0,762282,15061,538150,0,448,None,310,0,None,No
51,Employed,Single,3,182739,278722,12439,4546,3710,5171,4806,5293,0,0,2,495733,12324,444442,13700,448,FD,0,0,SIP,Yes
54,Employed,Married,2,89326,461723,5354,2951,2497,5232,3217,6646,38353,0,0,838837,19220,644601,7472,448,Stocks,0,0,SIP,Yes
35,Employed,Married,0,76925,24750,5751,2794,6574,7449,6036,6689,0,1,1,526204,7188,932971,0,448,Stocks,0,0,SIP,No
44,Employed,Single,3,190514,382571,7800,3413,6158,10845,4336,4751,31119,0,2,370801,26442,479311,29759,448,SIP,0,0,None,Yes
45,Employed,Single,1,90250,37054,7372,3631,6904,14755,2197,4050,0,1,0,662240,21411,531887,15810,448,None,0,0,None,No
53,Employed,Single,0,146195,125586,5316,1653,5015,9589,5683,4893,0,0,0,458541,29139,9368,0,448,None,0,0,None,Yes
34,Employed,Married,3,126856,268362,13957,4769,4286,11650,7150,5149,35742,0,2,319856,8619,845968,0,448,None,29,0,Stocks,No
41,Employed,Single,0,152366,395548,12580,1337,2822,3116,4978,2455,0,1,1,791505,27567,88706,0,448,None,0,0,FD,Yes
40,Employed,Married,1,144083,123744,8487,1590,4391,12052,2913,4274,0,1,0,155348,5475,661771,21539,449,SIP,466,0,Stocks,No
32,Employed,Single,3,132586,42812,14284,1538,3028,5105,1765,6776,19985,0,2,806990,8336,795200,0,449,None,335,0,FD,Yes
63,Employed,Single,1,75402,384264,14410,3519,5087,11069,2536,2751,0,1,2,896214,21819,120940,23300,449,Stocks,0,0,Stocks,Yes
56,Employed,Married,0,161183,31392,11485,3354,2001,3272,4840,4828,15404,0,2,120931,27190,426372,7390,449,Stocks,0,0,SIP,Yes
63,Employed,Single,3,34464,366349,15745,3151,6633,7772,4435,2347,25834,1,0,126864,26273,619875,0,449,None,41,0,FD,Yes
54,Employed,Single,1,184111,316152,9640,1139,6887,13026,5711,5010,14357,0,1,911554,12185,759971,0,449,SIP,0,0,Stocks,No
34,Employed,Married,3,29422,43191,17899,3397,5396,10924,5634,3318,0,0,1,710305,7019,215558,29700,449,FD,0,0,SIP,No
36,Employed,Single,0,184232,260874,9740,1360,4105,14047,7282,1178,15213,1,0,157918,16753,489645,0,449,FD,117,0,SIP,No
29,Employed,Single,3,177107,126469,15490,1987,3828,12033,9542,1032,39616,1,1,643806,12841,27597,0,449,None,0,0,Stocks,No
43,Employed,Married,2,42081,387407,12858,1807,2203,8907,5970,4430,28348,0,1,163733,26298,55864,13117,449,FD,0,0,SIP,Yes
64,Employed,Single,1,39309,293209,19569,3965,5278,2150,6927,4043,33863,0,0,780816,11032,73505,0,450,None,0,0,None,No
50,Employed,Single,2,88643,167560,16039,2609,4538,6108,6564,5386,0,0,2,938661,16622,608053,0,450,SIP,11,0,FD,No
44,Employed,Married,2,138589,215264,6023,4103,5286,5437,7674,5766,0,0,1,575591,9147,619750,21438,450,Stocks,0,0,SIP,Yes
49,Employed,Married,0,185918,55950,18834,2077,4461,2237,7427,6234,17154,1,1,762135,9007,184839,0,450,FD,0,0,SIP,Yes
41,Employed,Single,0,96860,92259,19092,1521,2197,13998,6963,5106,13072,0,0,209081,5001,565967,16365,450,SIP,226,0,None,Yes
45,Employed,Married,1,125854,131607,19409,3017,3895,3593,3681,3581,0,1,0,861068,12330,730412,0,450,None,0,0,SIP,No
49,Employed,Married,3,78557,105299,17548,3749,5908,2996,4927,4623,9863,0,2,989627,18625,763395,0,451,None,0,0,FD,No
46,Employed,Married,1,23668,438869,5869,4786,4967,8867,8666,3083,31801,1,1,452742,13201,248679,23257,451,None,0,0,Stocks,Yes
47,Employed,Married,2,118517,244024,15396,2620,5785,11018,2466,6599,35553,0,1,970765,15702,242118,5538,451,FD,0,0,Stocks,No
31,Employed,Married,1,73792,234716,17315,2214,6308,9054,9881,2695,29077,0,1,561000,6618,952593,0,451,SIP,0,0,SIP,Yes
38,Employed,Married,1,120105,265606,19134,4328,2207,7352,4977,2821,16014,0,2,178899,21586,611594,0,452,Stocks,461,0,Stocks,No
60,Employed,Married,2,41880,245366,6452,4424,5246,11960,2741,3259,0,1,1,321989,23775,792151,0,452,None,0,0,Stocks,No
45,Employed,Married,1,75003,272347,14051,1964,3329,10129,7352,4053,15587,0,0,765151,16820,152297,18636,452,FD,0,0,FD,No
49,Employed,Single,0,41316,393774,8988,1410,6681,9350,5994,5992,0,1,0,750992,7412,9241,0,452,FD,0,0,None,No
27,Employed,Married,1,136521,19295,16221,1730,2021,2838,1992,5841,17968,1,1,307906,23939,439126,29155,452,FD,0,0,FD,Yes
31,Employed,Single,1,71871,494560,16711,2411,6181,8102,7612,1375,0,1,1,237892,15560,601126,26935,452,None,374,0,SIP,Yes
46,Employed,Single,1,38950,89445,17440,1854,2332,4388,7551,5622,0,0,2,884713,16392,346946,14368,452,Stocks,0,0,Stocks,No
38,Employed,Married,3,123249,326610,7276,1436,2099,9889,6774,4581,35035,1,0,647515,29877,402456,20610,452,FD,381,0,None,No
57,Employed,Married,2,97648,383649,6604,3610,3829,13673,7961,1435,0,1,2,203444,9783,837431,0,453,FD,400,0,FD,Yes
39,Employed,Single,1,167226,345884,14070,1093,5211,12137,8406,5200,25609,0,1,803206,22531,889224,18668,453,FD,0,0,SIP,No
36,Employed,Married,2,69999,201737,10167,1715,5775,9684,9831,1479,23606,1,0,829201,28435,402045,0,453,None,0,0,None,Yes
46,Employed,Married,2,142610,211804,8738,3266,4307,12113,1661,2341,30373,0,1,400963,8014,356904,12265,453,None,99,0,Stocks,Yes
58,Employed,Married,3,118104,371156,9163,3650,5163,13778,2675,6184,0,1,0,913280,22979,927815,19758,453,SIP,0,0,Stocks,No
29,Employed,Single,2,125665,206602,13608,4222,4775,13961,5055,3241,21138,0,0,493974,29495,194658,0,454,SIP,0,0,FD,No
53,Employed,Married,0,59850,411282,11311,1205,3664,12314,2142,4534,0,1,0,700820,6219,969549,0,454,Stocks,0,0,None,Yes
64,Employed,Single,3,178938,19539,19453,4140,5386,11380,4412,2782,37001,0,0,209381,25190,263163,0,454,FD,0,0,None,No
51,Employed,Single,3,140741,279334,5534,2923,3934,3633,2208,5691,0,1,1,878944,11161,418256,0,454,Stocks,0,0,FD,Yes
59,Employed,Single,0,198427,171325,5846,3231,3876,11201,6305,2477,0,1,0,651715,12171,792307,0,454,FD,0,0,FD,Yes
40,Employed,Married,2,28594,462618,10580,3506,2269,4202,2264,4172,20602,1,0,129115,12484,927117,0,454,FD,0,0,FD,No
34,Employed,Single,1,97632,499615,9895,1068,5224,10999,6804,4878,0,1,0,633497,7117,211488,15375,454,Stocks,367,0,None,Yes
37,Employed,Married,3,182970,369818,7775,1908,5840,14409,9618,1970,25373,1,0,698779,16064,622070,0,454,FD,381,0,None,No
47,Employed,Single,2,103669,169561,18939,4692,4671,12400,3132,4315,0,0,0,963725,14773,4139,0,454,None,0,0,None,Yes
40,Employed,Married,2,90029,391570,19574,3765,6033,10938,4895,3952,38931,1,0,267397,7542,232760,7241,454,Stocks,0,0,Stocks,Yes
28,Employed,Married,2,46140,188088,12568,2785,4466,8637,5625,6924,15072,0,0,653162,19679,841849,23181,455,SIP,0,0,Stocks,Yes
33,Employed,Single,1,63393,376333,13418,3188,5684,9798,3488,3836,0,1,0,399052,24463,292807,0,455,None,0,0,FD,Yes
48,Employed,Married,2,143485,432106,17632,4926,2008,11690,3406,6526,0,0,2,203268,12740,630560,26897,455,None,0,0,None,No
46,Employed,Married,3,176526,331713,6027,2566,2070,3470,6814,3767,0,1,2,699408,19757,95070,6835,455,FD,0,0,Stocks,Yes
48,Employed,Single,2,97254,17812,11890,3968,6814,13272,5268,5158,19825,1,1,771562,12943,891641,22926,455,Stocks,0,0,FD,No
46,Employed,Married,0,162338,103613,7174,4466,6001,8343,9070,2092,0,0,0,354524,24924,566177,25297,455,FD,0,0,SIP,Yes
58,Employed,Single,2,155078,322468,19727,4629,4642,8582,4069,1999,23247,1,0,220170,25240,616957,0,455,FD,0,0,FD,Yes
57,Employed,Single,2,164200,380049,11820,4990,5004,7056,9557,5509,24366,1,1,208728,24859,61899,10171,455,None,0,0,FD,Yes
39,Employed,Married,2,82960,445194,19276,4077,3061,8332,5620,3103,15901,0,0,259914,6272,378165,6464,455,Stocks,0,0,Stocks,Yes
45,Employed,Single,3,76745,307671,5115,1795,5773,4845,7856,3311,19058,0,0,612217,14193,956985,13108,455,Stocks,0,0,None,No
43,Employed,Single,2,36059,66397,16800,4604,6201,11540,4664,2512,33894,1,1,865045,24850,528084,16706,455,FD,152,0,None,Yes
59,Employed,Single,1,103312,357750,19871,4253,2511,9918,7043,5174,24943,0,2,439359,12673,326939,16454,456,SIP,0,0,SIP,No
43,Employed,Married,0,55486,188582,11836,3771,6545,10453,5672,5401,28871,0,2,990818,7963,445520,17334,456,FD,441,0,FD,No
45,Employed,Single,1,31391,285754,7024,4378,4311,13482,4499,2896,32306,0,1,276023,29651,430298,0,456,Stocks,3,0,SIP,No
58,Employed,Single,3,170743,173039,15878,2561,3610,3608,4667,2346,0,1,2,217602,6301,162907,25729,456,SIP,499,0,Stocks,Yes
56,Employed,Married,0,162921,355941,6465,3318,4333,9970,9776,4515,0,0,2,339028,10327,656368,25168,456,Stocks,453,0,SIP,No
33,Employed,Married,1,95914,276689,18185,3261,5969,8473,4704,6837,39546,1,1,850777,8452,457237,0,456,None,439,0,None,No
58,Employed,Single,2,33251,478087,19577,2232,6003,3759,6658,5118,0,1,2,872558,9594,951190,25355,456,SIP,0,0,FD,No
34,Employed,Married,2,63524,424831,16708,2464,2208,10647,5904,6322,37529,1,1,552933,27622,867080,28955,456,Stocks,0,0,Stocks,Yes
57,Employed,Married,0,23881,382274,5538,4504,3509,5446,8535,3227,32783,1,1,671097,28919,984754,24071,456,SIP,0,0,FD,No
51,Employed,Single,1,27721,476889,16016,1998,5378,11714,8930,3937,18863,1,2,263642,26322,402000,8325,456,None,456,0,Stocks,Yes
46,Employed,Single,0,86513,223666,10709,1499,4266,7923,8132,4607,30153,1,2,227393,8424,992766,22488,456,None,189,0,None,Yes
50,Employed,Married,3,166389,283697,9044,3402,6567,7167,7021,5332,21333,1,2,738509,21669,136011,0,456,None,0,0,FD,Yes
55,Employed,Single,3,90195,457113,9562,2685,5040,7786,5186,4334,0,1,0,331935,10082,763767,7668,456,FD,0,0,FD,Yes
37,Employed,Single,3,104986,104070,7376,4884,2434,12794,3299,6177,0,1,1,898276,19443,679917,28916,456,FD,421,0,FD,Yes
37,Employed,Single,1,59064,359416,15761,1056,5340,12331,6389,1022,15653,1,2,689981,17305,974581,21821,456,Stocks,68,0,SIP,Yes
47,Employed,Single,3,29006,12153,6343,1565,6524,3470,1189,6028,8826,1,0,228410,14075,551297,20487,456,SIP,0,0,FD,Yes
39,Employed,Married,2,94233,57343,7444,3661,5196,14392,9342,3805,26002,1,2,975844,18338,616005,0,457,Stocks,0,0,SIP,No
34,Employed,Single,0,136707,299542,19624,4110,3442,14152,3383,6337,36747,1,0,874652,10937,711907,0,457,None,0,0,SIP,No
51,Employed,Married,2,63024,250558,6381,3326,2504,2276,3074,6606,0,1,1,725540,21086,329771,0,457,None,0,0,FD,Yes
56,Employed,Married,1,111792,264563,10041,3408,4461,3282,2201,4853,0,1,2,371654,18347,838764,21819,457,FD,0,0,SIP,Yes
48,Employed,Married,0,159750,112478,13728,1625,2155,4372,2619,3564,39387,1,2,703767,18947,970791,8794,457,None,0,0,None,Yes
40,Employed,Single,0,136003,206541,6909,2335,2915,4627,5631,5724,0,1,2,984323,21370,281717,0,457,None,0,0,None,Yes
47,Employed,Married,0,28947,124554,14478,2513,6553,14710,4770,1172,29203,1,0,624926,16143,35852,20603,458,SIP,0,0,SIP,Yes
30,Employed,Married,0,172293,320624,7964,2401,4766,11267,9131,6513,17674,1,2,983913,26833,792127,0,458,FD,0,0,Stocks,No
58,Employed,Married,3,194800,136512,14869,1382,5431,8713,4453,4946,0,1,2,273753,28733,221075,14349,458,Stocks,0,0,FD,No
37,Employed,Married,2,190207,57176,11502,3961,2818,13657,2470,5707,28985,0,1,419429,13093,331623,17123,458,SIP,243,0,SIP,Yes
26,Employed,Single,0,89574,372037,5926,2362,5001,8831,7199,2597,0,1,1,316867,19425,476034,12228,458,Stocks,0,0,FD,No
51,Employed,Single,1,62184,356143,15433,2405,5967,4247,5587,5914,0,1,2,346585,12573,490657,20085,458,Stocks,0,0,SIP,No
55,Employed,Married,1,91386,402584,15613,2210,5626,6916,2117,1347,0,0,0,627320,8947,895413,6575,458,FD,0,0,FD,No
34,Employed,Single,3,198755,155452,8254,4097,5868,7575,6780,6685,0,1,1,369557,23949,668066,19954,458,Stocks,0,0,SIP,No
29,Employed,Married,0,133351,480330,14571,2640,2874,13418,8513,1957,21246,0,1,768535,5554,632649,5648,459,None,0,0,SIP,No
39,Employed,Married,2,139612,450934,15999,1034,3299,7487,6826,5832,10038,0,2,602416,16076,898808,0,459,None,0,0,FD,Yes
28,Employed,Single,1,52383,377092,19487,2496,6598,13415,1654,2935,10329,1,1,688701,19349,257148,0,459,FD,0,0,None,No
62,Employed,Married,2,91871,356975,15031,2911,6107,10055,1295,1008,0,0,2,997139,18428,410794,0,459,FD,0,0,None,Yes
64,Employed,Married,0,130397,460562,8014,3733,6397,9203,7013,6132,37063,1,0,908217,14886,35364,15248,459,None,0,0,SIP,No
29,Employed,Married,3,166553,161664,19973,4661,6399,9007,2094,4475,25461,1,0,118372,8573,101495,26999,459,None,261,0,None,No
29,Employed,Single,1,150891,400056,15272,4639,2655,5537,6637,5955,33014,1,1,791067,21183,669720,0,459,FD,455,0,FD,Yes
61,Employed,Married,1,61528,211779,6342,2538,4909,13907,5315,5230,0,0,1,320740,8190,604229,0,459,None,0,0,FD,No
53,Employed,Single,1,64592,132776,12113,3252,2186,13517,9481,1588,0,1,2,612923,10786,419898,0,459,None,411,0,Stocks,No
42,Employed,Single,0,105263,307776,18753,4380,6618,14623,6602,1261,0,1,2,771262,19663,265870,0,459,Stocks,301,0,FD,Yes
61,Employed,Single,0,129166,133369,17381,3204,5211,11428,9442,2364,34422,1,0,899184,11885,298064,0,459,None,0,0,SIP,Yes
50,Employed,Married,0,177645,262825,14643,2514,6062,13187,9623,4669,0,1,0,767978,19722,558425,20960,460,FD,0,0,Stocks,Yes
37,Employed,Single,2,174692,332932,19568,3647,2144,4023,5509,2189,0,0,2,542920,25881,171023,21214,460,SIP,0,0,FD,Yes
55,Employed,Single,0,60073,498438,7666,3863,2669,14577,2976,1183,38028,1,2,828032,13978,895415,19897,460,FD,342,0,Stocks,No
61,Employed,Single,3,162768,151932,15533,2784,3120,4516,4943,6973,0,1,2,514125,11872,758173,0,460,FD,14,0,Stocks,No
30,Employed,Single,0,45063,421310,15252,2467,2417,14613,9529,5583,0,0,0,485842,16939,994153,23803,460,SIP,264,0,None,Yes
25,Employed,Married,3,182445,410836,15837,2407,2182,5377,7193,6096,14600,1,2,357525,8463,218012,0,460,SIP,0,0,Stocks,Yes
64,Employed,Single,0,65248,23267,17272,1433,2177,4879,1041,5828,0,1,1,499800,7758,717557,0,460,None,0,0,Stocks,No
48,Employed,Single,0,157152,322716,15651,3199,2805,3285,9971,1478,0,0,2,548800,16227,528250,5149,460,SIP,0,0,SIP,Yes
52,Employed,Married,2,21716,291903,11555,3284,6693,7925,6561,1176,0,1,0,746217,9853,108815,0,460,SIP,0,0,Stocks,No
29,Employed,Single,0,161688,198231,9188,4347,6180,11230,4962,2365,0,1,1,388228,7208,181501,0,461,FD,424,0,SIP,Yes
53,Employed,Single,1,138871,193983,5738,3786,5674,5075,9433,3948,0,1,0,521997,27880,479221,9153,461,None,0,0,SIP,No
49,Employed,Married,1,56395,416201,12762,2489,5606,13900,2771,5513,32580,1,1,967567,27670,835828,6404,461,None,0,0,Stocks,No
33,Employed,Married,3,96668,104964,6649,3333,3874,8970,1277,3655,0,0,0,180161,14193,100019,10080,461,SIP,0,0,Stocks,No
35,Employed,Married,0,110297,89064,13806,4965,2790,14610,8832,1914,14946,1,2,604425,22162,544939,0,461,SIP,0,0,SIP,Yes
38,Employed,Married,1,115133,134658,16446,1688,6662,3973,4588,3524,0,1,2,486464,7382,239395,22178,461,FD,308,0,None,Yes
37,Employed,Single,2,167579,239776,14605,4462,5292,2658,5922,2451,25554,1,0,665352,7651,142770,0,461,FD,0,0,SIP,Yes
49,Employed,Married,1,189637,181344,5835,3712,6649,4083,1069,6004,0,1,2,964485,14562,737660,10365,461,None,0,0,None,Yes
47,Employed,Single,0,30001,367101,7898,3475,2777,9027,2152,5963,0,1,1,202167,6044,681719,18312,462,FD,0,0,SIP,No
50,Employed,Married,1,48474,240536,17075,3366,5190,4051,9308,2842,13742,1,1,896229,15328,350490,17419,462,SIP,0,0,Stocks,Yes
59,Employed,Married,0,172307,277395,18947,4985,4217,14543,8152,1063,14518,1,0,871798,28740,196025,10304,462,Stocks,490,0,SIP,Yes
31,Employed,Married,2,49564,232688,7982,1447,2154,12454,3849,5019,0,1,1,963146,28322,970116,11964,462,None,0,0,SIP,No
42,Employed,Single,0,185783,307737,8538,1106,4127,12510,3150,5074,23879,0,2,843598,6563,969030,0,462,SIP,37,0,Stocks,Yes
47,Employed,Single,3,58890,398039,9601,2624,3866,10669,5828,3670,23245,1,0,294337,27128,456388,0,462,FD,304,0,SIP,Yes
54,Employed,Single,0,63335,233329,6629,1457,6179,12401,2110,4547,8734,0,1,219775,7207,187557,0,462,Stocks,0,0,FD,Yes
64,Employed,Married,0,56398,416964,8595,1723,5562,5780,5307,1014,17376,1,1,923479,19692,788112,23264,462,None,443,0,SIP,No
52,Employed,Married,1,190186,263478,9132,3537,5096,12450,7927,3748,14138,1,1,803978,17386,669068,0,462,FD,0,0,Stocks,Yes
35,Employed,Married,0,44234,14401,15044,1163,5322,7246,4181,4659,37562,1,1,810362,10484,855772,0,462,Stocks,366,0,None,Yes
51,Employed,Single,2,40018,226460,13038,1545,6690,7014,8948,2986,30638,1,0,239599,16563,72081,0,462,SIP,266,0,Stocks,Yes
47,Employed,Single,1,151973,385160,18087,1959,4671,14952,7702,4293,38740,1,2,412224,17091,658431,0,462,FD,0,0,None,No
59,Employed,Single,0,24283,271367,7368,3845,6511,12092,1939,5197,0,1,2,710718,11715,854143,5524,462,None,477,0,None,Yes
41,Employed,Single,3,47230,207928,18590,3391,6593,12941,7786,3077,26847,1,2,840959,14970,902075,0,463,SIP,0,0,FD,Yes
43,Employed,Married,1,38362,42010,7793,4568,3168,6058,4591,4172,0,1,2,233476,8173,571922,0,463,None,0,0,Stocks,No
60,Employed,Single,3,46499,472552,9000,2273,5992,13521,5605,6378,37073,0,0,496049,11966,39146,18346,463,None,0,0,Stocks,No
47,Employed,Married,3,54630,328738,13059,4070,5145,13157,1783,2822,33581,1,0,858594,12148,867821,0,463,SIP,145,0,FD,No
39,Employed,Married,1,144765,476472,7914,1749,5418,8825,6763,6642,24395,1,2,593465,8285,33515,14304,463,FD,0,0,None,No
36,Employed,Married,0,189258,273064,7380,3334,6302,4314,1265,3559,0,0,2,794562,7608,553613,0,463,SIP,0,0,Stocks,No
44,Employed,Single,2,133982,343297,11865,3397,5378,11964,5435,5070,0,1,1,772032,20858,59367,15629,463,Stocks,0,0,Stocks,No
31,Employed,Single,1,89022,298351,12818,2600,3618,3874,2320,1435,37431,1,1,746958,27549,97362,9701,463,Stocks,0,0,SIP,Yes
63,Employed,Married,1,49838,379339,15396,4922,3823,11297,2094,5054,38376,1,1,508133,5911,524888,19857,463,FD,0,0,SIP,No
39,Employed,Married,3,110853,371805,5995,4369,5569,6550,5754,2034,34143,1,2,955844,22937,856880,0,463,None,0,0,SIP,No
27,Employed,Single,0,52860,294189,7807,3863,2329,3028,6108,1239,18530,0,1,533977,19299,176465,19837,463,None,0,0,None,No
41,Employed,Married,3,38202,453790,14004,1155,6043,2716,7900,3250,0,0,2,996105,7404,41821,10623,463,SIP,357,0,Stocks,Yes
