User_ID,Age,Occupation,Income (INR),Expenses (INR),Loan Amount (INR),Loan Type,Loan EMI (INR),Savings (INR),Investments (INR),Risk Tolerance,Investment Preference,Credit Score,Debt-to-Income Ratio (%),Financial Literacy,Owns House
224,49,Government Employee,59703,27026,1460984,Home Loan,8558,24118,16312,Moderate,Mutual Funds,804,14.334629469723742,Medium,False
225,24,Engineer,52905,26117,440781,Two-wheeler Loan,4810,21976,12490,Moderate,Mutual Funds,730,9.09351820592531,High,False
226,58,Teacher,84271,60228,395278,Car Loan,2594,21448,12134,Moderate,Mutual Funds,847,3.078318821993257,Medium,True
227,50,Sales,70202,55340,361036,Business Loan,1912,12948,6229,Moderate,Mutual Funds,722,2.72440618372734,Low,False
228,57,Sales,46074,23270,524941,Home Loan,2232,20571,13046,Low,Fixed Deposits,646,4.844416565705393,Low,True
229,56,Banker,28117,14301,1050516,Car Loan,10914,2901,1986,Low,Fixed Deposits,755,38.81674818563188,High,True
230,35,Agriculture,15000,8837,222417,Car Loan,3603,2558,1560,Low,Fixed Deposits,617,24.02521172988899,Low,False
231,57,Engineer,41246,32730,1736338,Personal Loan,23606,0,0,Low,Fixed Deposits,600,57.232769396695694,High,False
232,18,Self-employed,26273,13335,63693,Personal Loan,498,12438,6750,Low,Fixed Deposits,777,1.8991135049386925,Medium,False
233,28,Agriculture,101954,57378,142754,Two-wheeler Loan,687,43888,28079,High,Stocks,785,0.6741442154880716,Low,True
234,45,Government Employee,36992,27987,1351242,Gold Loan,22048,0,0,Low,Fixed Deposits,572,59.60288191175414,Medium,False
235,42,Self-employed,36445,14620,76172,Business Loan,535,21288,13231,Low,Fixed Deposits,576,1.4696912011893488,Medium,False
236,40,Government Employee,19575,8141,1239937,Two-wheeler Loan,10396,1036,522,Low,Fixed Deposits,655,53.11260318475852,Medium,True
237,48,Agriculture,44673,28663,1396396,Two-wheeler Loan,20107,0,0,Low,Fixed Deposits,628,45.01031820010469,Low,True
238,47,Doctor,36709,28007,429833,Personal Loan,3047,5654,2564,Low,Fixed Deposits,747,8.301893730925164,High,True
239,59,Doctor,84754,41999,83928,Two-wheeler Loan,792,41961,20048,Moderate,Mutual Funds,704,0.9354853876339272,High,False
240,52,Agriculture,53369,31373,727290,Car Loan,5896,16099,5741,Moderate,Mutual Funds,816,11.048863423767582,Low,True
241,24,Self-employed,49822,28906,323887,Personal Loan,1731,19184,6541,Low,Fixed Deposits,731,3.4762094226316673,Medium,True
242,33,Self-employed,47306,27872,232955,Home Loan,1513,17919,9214,Low,Fixed Deposits,635,3.200201006447053,Medium,True
243,43,Sales,65723,42654,508522,Car Loan,6168,16899,5645,Moderate,Mutual Funds,510,9.385837305607005,Low,True
244,19,Government Employee,40953,24076,103978,Education Loan,446,16430,6920,Low,Fixed Deposits,717,1.0894286116624032,Medium,False
245,18,Agriculture,63344,36675,20992,Gold Loan,120,26548,15871,Moderate,Mutual Funds,528,0.18995793656272839,Low,True
246,29,Sales,82279,48521,239630,Home Loan,1211,32546,22319,Moderate,Mutual Funds,634,1.4719814759711463,Low,False
247,22,Self-employed,59201,37672,90861,Two-wheeler Loan,1223,20305,11922,Moderate,Mutual Funds,627,2.066836705460041,Medium,False
248,54,Government Employee,45005,27669,296720,Personal Loan,4333,13002,9063,Low,Fixed Deposits,649,9.629051060962984,Medium,False
249,49,Self-employed,30930,22939,344172,Home Loan,5419,2570,1489,Low,Fixed Deposits,568,17.52336604529939,Medium,True
250,26,Agriculture,44497,18679,272792,Two-wheeler Loan,2902,22914,9567,Low,Fixed Deposits,627,6.523082665951678,Low,True
251,58,Self-employed,61261,44924,1116704,Gold Loan,8296,8039,4573,Moderate,Mutual Funds,814,13.54347501501661,Medium,True
252,52,Self-employed,19349,14271,1739875,Education Loan,7616,0,0,Low,Fixed Deposits,814,39.3614411310696,Medium,True
253,36,Engineer,66630,34245,743093,Education Loan,5223,27161,12187,Moderate,Mutual Funds,853,7.838948005120695,High,True
254,33,Banker,54152,31686,1228800,Two-wheeler Loan,10947,11518,3537,Moderate,Mutual Funds,701,20.216042733920617,High,False
255,20,Engineer,47016,27053,115774,Personal Loan,718,19243,11186,Low,Fixed Deposits,727,1.5280597176080408,High,True
256,37,Agriculture,36811,17941,638246,Two-wheeler Loan,7963,10905,3366,Low,Fixed Deposits,816,21.633024846233916,Low,True
257,41,Agriculture,40472,22612,939830,Education Loan,5537,12321,6807,Low,Fixed Deposits,552,13.683110503699625,Low,True
258,50,Doctor,61946,25878,1004981,Education Loan,6191,29876,10918,Moderate,Mutual Funds,780,9.994910046694729,High,True
259,41,Engineer,47435,24245,401541,Education Loan,1982,21207,11160,Low,Fixed Deposits,830,4.179083210317185,High,False
260,28,Engineer,39977,29050,364617,Business Loan,1534,9392,4710,Low,Fixed Deposits,611,3.838608568022306,High,True
261,25,Sales,59371,30506,304204,Business Loan,2892,25971,7931,Moderate,Mutual Funds,838,4.872502917961369,Low,True
262,53,Teacher,60163,43755,1831576,Two-wheeler Loan,12070,4336,1930,Moderate,Mutual Funds,900,20.063225617087426,Medium,False
263,55,Self-employed,25016,15325,719588,Education Loan,3218,6471,3497,Low,Fixed Deposits,777,12.864786039827244,Medium,True
264,57,Self-employed,61429,46191,613944,Car Loan,3049,12188,7793,Moderate,Mutual Funds,759,4.964073516577868,Medium,True
265,37,Engineer,100033,63011,390394,Education Loan,2642,34378,22533,High,Stocks,588,2.641692689201439,High,True
266,52,Engineer,59392,24461,1356982,Education Loan,5895,29034,14329,Moderate,Mutual Funds,806,9.926665370173339,High,True
267,42,Engineer,16019,10735,646199,Home Loan,9191,0,0,Low,Fixed Deposits,597,57.37989307397311,High,True
268,52,Agriculture,53547,22379,1975499,Home Loan,8680,22487,9592,Moderate,Mutual Funds,736,16.210935138800455,Low,True
269,42,Teacher,15000,8703,651369,Personal Loan,9427,0,0,Low,Fixed Deposits,747,62.85106956244746,Medium,False
270,46,Teacher,113347,87477,788272,Business Loan,4972,20896,7894,High,Stocks,370,4.387288129705313,Medium,True
271,35,Engineer,94713,44143,1206668,Home Loan,5477,45091,23662,Moderate,Mutual Funds,740,5.7836834722632835,High,False
272,35,Banker,36681,20392,1603368,Education Loan,14944,1343,572,Low,Fixed Deposits,900,40.74120687747245,High,False
273,19,Sales,15000,10379,47685,Home Loan,328,4291,1432,Low,Fixed Deposits,490,2.192379112919045,Low,True
274,52,Engineer,32432,24418,845312,Personal Loan,7140,873,501,Low,Fixed Deposits,694,22.017496873284593,High,True
275,33,Government Employee,46380,30999,1991275,Gold Loan,8605,6774,3950,Low,Fixed Deposits,505,18.555118926718833,Medium,True
276,58,Engineer,15000,7549,20987,Business Loan,100,7350,3263,Low,Fixed Deposits,610,0.6718417528939925,High,False
277,53,Engineer,48619,32567,1790130,Personal Loan,9541,6510,2153,Low,Fixed Deposits,507,19.624514783368674,High,False
278,50,Engineer,46248,23988,298281,Personal Loan,1799,20460,9626,Low,Fixed Deposits,715,3.890632042834636,High,False
279,21,Government Employee,52503,36089,260536,Two-wheeler Loan,1254,15159,7230,Moderate,Mutual Funds,779,2.3891008349996685,Medium,True
280,50,Sales,54592,42669,1235863,Personal Loan,9462,2459,1395,Moderate,Mutual Funds,740,17.332905277738742,Low,False
281,31,Engineer,30687,21129,683694,Business Loan,4864,4693,2000,Low,Fixed Deposits,606,15.85068398482031,High,True
282,38,Doctor,32931,24538,1747749,Education Loan,9131,0,0,Low,Fixed Deposits,639,27.728842016377403,High,True
283,37,Sales,50911,20407,25814,Personal Loan,207,30296,19650,Moderate,Mutual Funds,727,0.40761056429784737,Low,True
284,25,Self-employed,37380,25681,103621,Business Loan,1449,10249,4048,Low,Fixed Deposits,610,3.8769472377519745,Medium,True
285,24,Banker,68149,49873,356617,Personal Loan,4859,13415,9277,Moderate,Mutual Funds,567,7.1312329914939285,High,True
286,20,Sales,50717,21109,193310,Education Loan,2393,27213,12370,Moderate,Mutual Funds,676,4.719284126839937,Low,False
287,34,Banker,87300,65356,1220754,Gold Loan,5637,16306,6635,Moderate,Mutual Funds,605,6.457595552419796,High,False
288,50,Doctor,66409,33382,48220,Gold Loan,332,32694,15320,Moderate,Mutual Funds,741,0.500764439344096,High,False
289,29,Agriculture,72074,48009,195377,Car Loan,1037,23026,7777,Moderate,Mutual Funds,829,1.4394691206704402,Low,True
290,39,Teacher,52651,37916,254192,Personal Loan,1944,12790,4480,Moderate,Mutual Funds,900,3.693191338469031,Medium,False
291,39,Government Employee,53147,35346,378567,Personal Loan,3552,14248,6636,Moderate,Mutual Funds,733,6.6840184221866314,Medium,True
292,47,Banker,84626,36974,918662,Personal Loan,7499,40152,24291,Moderate,Mutual Funds,764,8.862075517260418,High,True
293,55,Doctor,42434,27095,1504257,Home Loan,7411,7926,5232,Low,Fixed Deposits,640,17.466789626317397,High,True
294,55,Teacher,60935,37769,1811077,Home Loan,10496,12668,7169,Moderate,Mutual Funds,646,17.22595191599505,Medium,True
295,25,Self-employed,44675,33958,426292,Personal Loan,1863,8852,3028,Low,Fixed Deposits,828,4.170942850823487,Medium,True
296,44,Self-employed,44627,25066,393775,Home Loan,2159,17400,9897,Low,Fixed Deposits,672,4.838970537074375,Medium,True
297,44,Banker,26622,14067,882301,Education Loan,5425,7128,3950,Low,Fixed Deposits,707,20.37831581194929,High,True
298,51,Doctor,35149,24602,398823,Education Loan,2348,8198,5101,Low,Fixed Deposits,822,6.680969966989668,High,False
299,38,Banker,31434,17762,528943,Car Loan,2303,11368,7163,Low,Fixed Deposits,673,7.32802698273428,High,True
300,47,Doctor,61887,40748,1007093,Two-wheeler Loan,4988,16149,10453,Moderate,Mutual Funds,850,8.060936703665721,High,False
301,50,Self-employed,70804,46630,136218,Two-wheeler Loan,2117,22056,10270,Moderate,Mutual Funds,757,2.9907541359801915,Medium,False
302,45,Banker,48104,36328,436348,Personal Loan,2794,8980,5201,Low,Fixed Deposits,745,5.809302196425762,High,True
303,50,Teacher,54592,34910,1870756,Home Loan,10172,9509,3873,Moderate,Mutual Funds,635,18.633924376867853,Medium,False
304,22,Teacher,46950,28210,299885,Personal Loan,1539,17199,12035,Low,Fixed Deposits,750,3.2794994657316994,Medium,True
305,36,Engineer,33784,15390,890773,Home Loan,9055,9338,3456,Low,Fixed Deposits,657,26.804816476604554,High,False
306,21,Self-employed,67245,30011,434319,Education Loan,2009,35224,10709,Moderate,Mutual Funds,746,2.988898139772477,Medium,True
307,52,Teacher,63050,29111,494799,Business Loan,2132,31805,11434,Moderate,Mutual Funds,689,3.381888439852734,Medium,False
308,34,Teacher,15000,7031,1732584,Car Loan,16885,0,0,Low,Fixed Deposits,796,100.0,Medium,False
309,45,Self-employed,44337,29047,329256,Education Loan,1504,13785,6599,Low,Fixed Deposits,696,3.3929755758691145,Medium,False
310,47,Agriculture,32359,22534,830249,Gold Loan,10718,0,0,Low,Fixed Deposits,900,33.12513598803071,Low,False
311,46,Sales,42181,25814,28661,Business Loan,409,15957,10882,Low,Fixed Deposits,672,0.970330799575063,Low,True
312,23,Agriculture,36591,26770,221929,Two-wheeler Loan,2665,7155,4778,Low,Fixed Deposits,646,7.284555433351847,Low,True
313,52,Agriculture,49071,39085,42042,Gold Loan,597,9388,3985,Low,Fixed Deposits,734,1.217106992282735,Low,True
314,58,Government Employee,43401,31596,1639219,Personal Loan,7728,4076,1563,Low,Fixed Deposits,807,17.807054689300525,Medium,True
315,54,Engineer,42977,29136,1649707,Gold Loan,23357,0,0,Low,Fixed Deposits,807,54.34851028776792,High,True
316,41,Sales,72147,44225,1575484,Gold Loan,14467,13453,8911,Moderate,Mutual Funds,716,20.05255521613713,Low,False
317,46,Banker,61143,35434,566728,Gold Loan,7203,18504,9560,Moderate,Mutual Funds,733,11.781076535584983,High,True
318,48,Teacher,35922,15581,1674474,Car Loan,14795,5545,3059,Low,Fixed Deposits,734,41.18734533341264,Medium,False
319,52,Agriculture,38889,21768,1085996,Home Loan,14233,2887,1163,Low,Fixed Deposits,592,36.59931944988444,Low,False
320,50,Banker,59835,45717,747616,Car Loan,4147,9969,6184,Moderate,Mutual Funds,802,6.932195942579549,High,True
321,38,Engineer,59808,43253,1250659,Education Loan,14889,1665,920,Moderate,Mutual Funds,574,24.89469049158459,High,False
322,49,Engineer,37924,18447,24682,Education Loan,115,19361,9707,Low,Fixed Deposits,592,0.30507827579878055,High,True
323,40,Government Employee,45320,26586,285921,Education Loan,1380,17352,5623,Low,Fixed Deposits,705,3.0464143148131675,Medium,False
324,50,Government Employee,86936,63175,1484587,Personal Loan,23768,0,0,Moderate,Mutual Funds,668,27.340740697424327,Medium,True
325,20,Doctor,38269,16339,327354,Car Loan,1479,20450,11169,Low,Fixed Deposits,779,3.866569061331384,High,True
326,35,Self-employed,88216,48956,1196018,Business Loan,18341,20918,7888,Moderate,Mutual Funds,744,20.79104853922083,Medium,True
327,42,Doctor,72073,53387,770205,Business Loan,7467,11218,6086,Moderate,Mutual Funds,713,10.361498059521397,High,True
328,59,Self-employed,84508,47456,1709611,Home Loan,25970,11081,6327,Moderate,Mutual Funds,587,30.730913548419807,Medium,True
329,48,Engineer,37418,16128,1904830,Personal Loan,15814,5475,2793,Low,Fixed Deposits,702,42.26320195662067,High,True
330,20,Sales,46628,28770,230761,Car Loan,1513,16344,9598,Low,Fixed Deposits,694,3.2453244178459064,Low,True
331,57,Government Employee,41016,30544,541239,Car Loan,2661,7810,4159,Low,Fixed Deposits,722,6.487748432738298,Medium,False
332,41,Teacher,72535,46140,388325,Two-wheeler Loan,3213,23180,15742,Moderate,Mutual Funds,656,4.430469792300185,Medium,True
333,49,Agriculture,38646,18956,948869,Home Loan,5074,14615,4698,Low,Fixed Deposits,752,13.130699356198026,Low,True
334,39,Agriculture,64624,35782,14668,Two-wheeler Loan,156,28685,9824,Moderate,Mutual Funds,665,0.24210903931620747,Low,False
335,40,Government Employee,63565,36870,51618,Gold Loan,264,26429,9764,Moderate,Mutual Funds,742,0.4162126483687159,Medium,False
336,19,Engineer,49039,30978,108615,Two-wheeler Loan,1059,17000,9793,Low,Fixed Deposits,779,2.1612919983132883,High,False
337,44,Agriculture,75973,53465,1040898,Car Loan,12126,10381,5795,Moderate,Mutual Funds,646,15.961340465492354,Low,True
338,59,Government Employee,52153,22923,1989163,Personal Loan,21303,7925,5205,Moderate,Mutual Funds,622,40.847663473818244,Medium,True
339,19,Government Employee,66681,50401,207620,Personal Loan,2237,14041,8328,Moderate,Mutual Funds,747,3.3562489037649663,Medium,True
340,43,Self-employed,40105,16239,516207,Car Loan,3389,20476,10306,Low,Fixed Deposits,567,8.450501994190981,Medium,True
341,34,Banker,35531,19471,227081,Personal Loan,1070,14988,10442,Low,Fixed Deposits,811,3.013754380032154,High,False
342,57,Self-employed,64622,26557,1835086,Education Loan,24688,13375,5436,Moderate,Mutual Funds,701,38.204827657235114,Medium,True
343,50,Teacher,58616,32660,1555622,Personal Loan,8307,17648,11176,Moderate,Mutual Funds,688,14.172982499648048,Medium,False
344,26,Sales,54866,33486,391886,Education Loan,2204,19175,9026,Moderate,Mutual Funds,754,4.017611989680924,Low,True
345,60,Banker,43126,26077,1805527,Car Loan,8318,8730,4884,Low,Fixed Deposits,748,19.288478499032426,High,False
346,56,Banker,80984,37758,1049799,Car Loan,10099,33125,19574,Moderate,Mutual Funds,700,12.470883107182235,High,True
347,46,Doctor,27668,18213,902386,Education Loan,6399,3055,1691,Low,Fixed Deposits,787,23.127822738927218,High,False
348,59,Sales,26573,11105,660782,Two-wheeler Loan,2915,12552,4471,Low,Fixed Deposits,632,10.971463713019777,Low,False
349,43,Engineer,68843,48517,1178429,Gold Loan,6590,13734,6553,Moderate,Mutual Funds,771,9.573683536368799,High,False
350,52,Agriculture,67201,52326,908556,Two-wheeler Loan,6990,7884,4135,Moderate,Mutual Funds,592,10.401726827722669,Low,True
351,42,Government Employee,57075,30586,903131,Home Loan,10796,15692,10036,Moderate,Mutual Funds,751,18.91546457967385,Medium,True
352,41,Agriculture,44240,26849,1873855,Two-wheeler Loan,17472,0,0,Low,Fixed Deposits,667,39.494321665511045,Low,False
353,30,Government Employee,60048,33120,1968063,Gold Loan,11955,14972,9994,Moderate,Mutual Funds,568,19.909532452643074,Medium,True
354,24,Agriculture,84416,33992,353418,Gold Loan,1867,48555,23119,Moderate,Mutual Funds,725,2.2119877850842786,Low,True
355,53,Government Employee,100310,55606,1513516,Home Loan,18368,26334,13681,High,Stocks,696,18.312052596150806,Medium,True
356,37,Doctor,16871,12091,1361116,Car Loan,8105,0,0,Low,Fixed Deposits,545,48.043271931014516,High,True
357,18,Doctor,41621,26570,451546,Home Loan,2838,12211,6511,Low,Fixed Deposits,488,6.820567671241563,High,True
358,25,Agriculture,40364,17780,466785,Business Loan,3060,19522,13355,Low,Fixed Deposits,684,7.582619050639893,Low,True
359,33,Government Employee,82530,60977,1381452,Two-wheeler Loan,7498,14053,7928,Moderate,Mutual Funds,861,9.086199741063886,Medium,True
360,31,Agriculture,15000,9186,1457572,Two-wheeler Loan,6916,0,0,Low,Fixed Deposits,732,46.109456587822756,Low,True
361,29,Government Employee,60276,44404,2859,Car Loan,24,15847,4903,Moderate,Mutual Funds,633,0.04015353124204494,Medium,True
362,40,Government Employee,44863,28357,1856103,Education Loan,8435,8069,3756,Low,Fixed Deposits,808,18.803876350771535,Medium,True
363,32,Teacher,82762,51633,182281,Gold Loan,2050,29078,12204,Moderate,Mutual Funds,790,2.4770837815936373,Medium,True
364,45,Engineer,80020,35377,571801,Business Loan,6273,38369,22992,Moderate,Mutual Funds,827,7.840015428967058,High,False
365,51,Sales,57310,26760,1344779,Home Loan,12449,18099,6937,Moderate,Mutual Funds,768,21.72304363131391,Low,False
366,19,Teacher,18405,14518,480579,Personal Loan,5895,0,0,Low,Fixed Deposits,788,32.032372737802476,Medium,False
367,49,Sales,38522,18929,110831,Education Loan,1092,18500,6952,Low,Fixed Deposits,773,2.8357731209746517,Low,False
368,40,Self-employed,40712,32202,662292,Home Loan,8367,142,49,Low,Fixed Deposits,652,20.552005264776437,Medium,True
369,39,Doctor,23470,14381,1531943,Gold Loan,7368,1720,730,Low,Fixed Deposits,536,31.393723436769776,High,False
370,42,Engineer,73091,33206,827357,Two-wheeler Loan,9731,30152,19730,Moderate,Mutual Funds,647,13.314861123897586,High,True
371,39,Agriculture,20931,9203,1305945,Business Loan,6713,5013,3057,Low,Fixed Deposits,810,32.07637681412192,Low,False
372,39,Sales,89306,43183,1159238,Car Loan,16892,29229,17365,Moderate,Mutual Funds,661,18.91528436381886,Low,True
373,59,Engineer,89256,68749,44436,Education Loan,192,20313,12572,Moderate,Mutual Funds,685,0.21577245701229758,High,False
374,23,Banker,42298,23926,8574,Car Loan,45,18326,7472,Low,Fixed Deposits,583,0.10782775404067774,High,True
375,32,Banker,56569,31575,82856,Business Loan,1353,23640,15483,Moderate,Mutual Funds,644,2.3923741402744128,High,True
376,60,Teacher,48554,25504,1935605,Personal Loan,9800,13248,4702,Low,Fixed Deposits,699,20.18540874228465,Medium,False
377,54,Doctor,68036,31216,1099728,Business Loan,7209,29609,12866,Moderate,Mutual Funds,749,10.596876395244756,High,True
378,50,Banker,75493,44928,1926318,Home Loan,9617,20946,11199,Moderate,Mutual Funds,654,12.74005496923603,High,True
379,25,Agriculture,55159,24932,255817,Home Loan,1660,28565,9745,Moderate,Mutual Funds,647,3.010609255349011,Low,True
380,22,Doctor,59382,43597,2673,Education Loan,15,15768,9336,Moderate,Mutual Funds,784,0.02566646509680581,High,True
381,56,Teacher,37587,20603,339008,Two-wheeler Loan,1682,15301,6960,Low,Fixed Deposits,732,4.475194496567333,Medium,True
382,21,Government Employee,58734,32299,207407,Car Loan,1560,24874,15267,Moderate,Mutual Funds,744,2.656724176063388,Medium,False
383,23,Banker,53255,31399,201167,Two-wheeler Loan,3325,18529,9212,Moderate,Mutual Funds,852,6.2449933965620925,High,True
384,49,Government Employee,31764,18348,415566,Two-wheeler Loan,1951,11464,4268,Low,Fixed Deposits,649,6.142508046441585,Medium,True
385,47,Self-employed,49719,39672,1175394,Business Loan,9142,903,536,Low,Fixed Deposits,695,18.3888401674939,Medium,True
386,52,Doctor,42336,26170,224728,Education Loan,1505,14660,5876,Low,Fixed Deposits,755,3.555700943410257,High,False
387,57,Government Employee,37810,16457,663972,Personal Loan,10814,10537,5230,Low,Fixed Deposits,612,28.601546178955907,Medium,False
388,33,Doctor,27070,17399,1563265,Gold Loan,10521,0,0,Low,Fixed Deposits,722,38.86816849189166,High,False
389,30,Agriculture,51250,23607,874103,Two-wheeler Loan,3679,23963,13111,Moderate,Mutual Funds,702,7.1792869263701045,Low,False
390,59,Teacher,34390,14181,1255490,Gold Loan,11404,8804,4986,Low,Fixed Deposits,900,33.161997431720636,Medium,False
391,47,Agriculture,40577,31986,1294915,Business Loan,9871,0,0,Low,Fixed Deposits,709,24.328178510288613,Low,False
392,36,Engineer,71502,50724,1687510,Car Loan,9186,11590,7902,Moderate,Mutual Funds,815,12.847917685564505,High,False
393,34,Teacher,62642,49615,649845,Gold Loan,3144,9882,6420,Moderate,Mutual Funds,782,5.019750417002363,Medium,True
394,36,Sales,30424,17985,1374591,Business Loan,10172,2266,1321,Low,Fixed Deposits,584,33.43519528976782,Low,False
395,45,Teacher,57037,34958,1923231,Business Loan,16616,5462,3197,Moderate,Mutual Funds,545,29.1333179222156,Medium,True
396,43,Self-employed,52655,24607,1460486,Gold Loan,6383,21664,8686,Moderate,Mutual Funds,724,12.12231465509721,Medium,False
397,54,Doctor,84033,41912,979740,Personal Loan,5386,36733,20671,Moderate,Mutual Funds,825,6.4100570858058745,High,False
398,43,Agriculture,77662,57114,1261434,Personal Loan,15492,5055,1917,Moderate,Mutual Funds,728,19.948246015556094,Low,False
399,40,Government Employee,19325,10483,1479365,Home Loan,20431,0,0,Low,Fixed Deposits,707,100.0,Medium,False
400,26,Government Employee,67222,49120,430522,Personal Loan,2927,15173,10618,Moderate,Mutual Funds,671,4.3556413683137105,Medium,True
401,29,Banker,75303,51477,230583,Gold Loan,2314,21510,11808,Moderate,Mutual Funds,567,3.0738723812141155,High,True
402,18,Banker,61187,28811,469965,Car Loan,4445,27930,13194,Moderate,Mutual Funds,603,7.265429667089644,High,True
403,18,Self-employed,43291,26103,252001,Two-wheeler Loan,1156,16031,6657,Low,Fixed Deposits,537,2.6704248976700784,Medium,False
404,51,Doctor,98267,65932,545301,Gold Loan,7163,25170,13631,Moderate,Mutual Funds,589,7.28986189086888,High,False
405,49,Teacher,63028,31136,1463124,Personal Loan,7751,24140,7720,Moderate,Mutual Funds,647,12.297730243543194,Medium,False
406,42,Agriculture,89530,65560,744240,Car Loan,6840,17129,5787,Moderate,Mutual Funds,777,7.640000800765542,Low,False
407,57,Sales,77029,47598,1043768,Gold Loan,5302,24128,7555,Moderate,Mutual Funds,655,6.8832658024748,Low,False
408,18,Agriculture,59282,27631,55031,Home Loan,289,31361,15670,Moderate,Mutual Funds,725,0.48849284018712263,Low,False
409,33,Engineer,38405,24317,362451,Business Loan,5909,8177,4417,Low,Fixed Deposits,713,15.388095559601963,High,False
410,56,Engineer,49517,39607,1914393,Personal Loan,12624,0,0,Low,Fixed Deposits,749,25.49474540426765,High,False
411,22,Sales,45561,20967,27195,Business Loan,319,24273,14284,Low,Fixed Deposits,596,0.7015958923961149,Low,False
412,39,Doctor,25709,18682,1304550,Two-wheeler Loan,6041,984,386,Low,Fixed Deposits,805,23.500711244390907,High,True
413,46,Sales,63005,30426,919289,Car Loan,4238,28339,16269,Moderate,Mutual Funds,559,6.727391526714302,Low,False
414,20,Sales,81347,57996,34900,Car Loan,257,23092,15997,Moderate,Mutual Funds,655,0.31709029858582444,Low,True
415,29,Engineer,44033,30551,277343,Personal Loan,1981,11500,6629,Low,Fixed Deposits,697,4.499243531601213,High,True
416,43,Self-employed,93273,48520,1137104,Education Loan,9923,34829,22753,Moderate,Mutual Funds,776,10.638838012725309,Medium,False
417,33,Self-employed,18848,9995,118354,Business Loan,626,8226,5587,Low,Fixed Deposits,837,3.3226252419660582,Medium,True
418,54,Sales,71087,50969,1265605,Car Loan,10160,9956,4925,Moderate,Mutual Funds,776,14.293309580271279,Low,False
419,39,Agriculture,83430,48771,1537840,Car Loan,14212,20446,11877,Moderate,Mutual Funds,841,17.03534979959887,Low,True
420,46,Sales,45919,31790,1988163,Gold Loan,14427,0,0,Low,Fixed Deposits,617,31.419943683801243,Low,True
421,31,Sales,46278,21250,22157,Gold Loan,289,24737,10949,Low,Fixed Deposits,819,0.6261236485564129,Low,True
422,45,Agriculture,70855,52505,1460346,Education Loan,7512,10837,4384,Moderate,Mutual Funds,801,10.602658963730578,Low,True
423,22,Self-employed,60119,41142,474372,Business Loan,7618,11358,7707,Moderate,Mutual Funds,460,12.672055920643482,Medium,True
424,47,Banker,15000,11441,868104,Home Loan,4932,0,0,Low,Fixed Deposits,677,32.881374713590766,High,True
425,22,Agriculture,33132,15007,342697,Business Loan,3688,14436,5599,Low,Fixed Deposits,760,11.132040975288977,Low,True
426,29,Engineer,49729,31687,12483,Home Loan,122,17918,8594,Low,Fixed Deposits,648,0.24650499768529163,High,True
427,33,Self-employed,22606,14459,708754,Education Loan,4063,4082,2525,Low,Fixed Deposits,591,17.975926342051395,Medium,True
428,43,Sales,40516,21934,605659,Personal Loan,2537,16044,8324,Low,Fixed Deposits,900,6.26174666240318,Low,False
429,43,Government Employee,23106,13479,1461759,Two-wheeler Loan,7309,2317,1297,Low,Fixed Deposits,711,31.6333109530719,Medium,True
430,38,Doctor,42596,17685,1401451,Gold Loan,13923,10986,6608,Low,Fixed Deposits,713,32.68815745142828,High,False
431,56,Agriculture,43267,30215,1178040,Business Loan,12848,202,111,Low,Fixed Deposits,569,29.696660119452623,Low,False
432,53,Sales,57035,35346,1877329,Two-wheeler Loan,8694,12994,6705,Moderate,Mutual Funds,638,15.244120090583602,Low,True
433,50,Teacher,48164,20378,699708,Home Loan,4999,22786,13668,Low,Fixed Deposits,610,10.380355158675062,Medium,False
434,47,Agriculture,60055,40375,487603,Car Loan,5758,13920,8227,Moderate,Mutual Funds,807,9.589389500846703,Low,False
435,54,Government Employee,57670,33835,1311806,Personal Loan,6095,17738,9790,Moderate,Mutual Funds,750,10.570159109726465,Medium,False
436,40,Agriculture,70626,29223,397628,Car Loan,1921,39480,17525,Moderate,Mutual Funds,642,2.7211913300651034,Low,True
437,27,Self-employed,67475,53159,321288,Education Loan,1355,12960,5991,Moderate,Mutual Funds,756,2.008238943933021,Medium,False
438,22,Sales,65362,50959,39278,Gold Loan,175,14227,9790,Moderate,Mutual Funds,674,0.268573780326784,Low,False
439,53,Self-employed,112097,67836,138307,Car Loan,648,43611,15044,High,Stocks,723,0.5783815336522468,Medium,True
440,51,Sales,56948,24912,1654997,Gold Loan,23825,8209,3344,Moderate,Mutual Funds,722,41.83722561027154,Low,True
441,48,Agriculture,101871,71498,509081,Business Loan,6460,23912,11883,High,Stocks,742,6.342186655118938,Low,True
442,27,Doctor,58244,34758,351320,Car Loan,2163,21322,13533,Moderate,Mutual Funds,729,3.7138160659725443,High,False
443,36,Teacher,48342,25185,86630,Education Loan,556,22600,8259,Low,Fixed Deposits,742,1.15120306380266,Medium,True
444,49,Self-employed,42536,25375,1398678,Business Loan,9819,7340,3015,Low,Fixed Deposits,825,23.086048832020936,Medium,False
445,18,Self-employed,80194,48836,457836,Business Loan,3483,27873,9095,Moderate,Mutual Funds,764,4.344100267931675,Medium,True
446,22,Banker,82810,51763,308157,Car Loan,2239,28807,16777,Moderate,Mutual Funds,666,2.7040499731063665,High,False
447,21,Government Employee,61995,35739,123143,Two-wheeler Loan,757,25497,10078,Moderate,Mutual Funds,690,1.222560105457834,Medium,True
